,label-coarse,label-fine,text
1131,0,9,What causes rust ?
1132,3,4,Which is the only Dick Tracy villain to appear three times ?
1133,1,2,What was the monster in Spielberg 's film `` Jaws '' ?
1134,1,19,What color is an Arctic fox in winter ?
1135,0,7,"What do the names Neil , Mary , and Anthony mean ?"
1136,5,21,"What European capital celebrated its 2 , 000th anniversary in 1951 ?"
1137,0,9,Why do people in the upper peninsula of Michagin say `` eh ? '' ?
1138,1,30,What flower did Vincent Van Gogh paint ?
1139,5,18,What country was the setting of You Only Live Twice ?
1140,4,38,What was Thatcher 's approval rating after 10 years in power ?
1141,1,2,Winnie the Pooh is what kind of animal ?
1142,0,12,"What was the first Funk 'N Lata , Brazilian group , success ?"
1143,0,7,What is a handheld PC ?
1144,0,12,What did John Hinckley do to impress Jodie Foster ?
1145,3,6,What is Larry King 's job ?
1146,4,13,How many calories are in a tomato ?
1147,5,11,In what state was the first co-educational college established
1148,1,10,What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?
1149,1,31,What is the treatment for depression ?
1150,1,23,What is a fear of slime ?
1151,5,18,What country in Latin America is the largest one ?
1152,5,14,On which Hawaiian island is Pearl Harbor ?
1153,3,4,"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?"
1154,1,1,What Marx Brothers movie centers on a stolen painting ?
1155,0,12,What was unusual about Alexandra 's appearance in Josie and the Pussycats ?
1156,0,12,What is the origin of the word `` mind '' ?
1157,4,8,When was Dick Clark born ?
1158,1,29,What game is fatal to anybody over 21 ?
1159,4,14,What is the death toll of people dying from tuberculosis ?
1160,0,12,What happened to Moon Maiden ?
1161,5,21,What city is wiener schnitzel named for ?
1162,0,7,What are the Urals ?
1163,0,0,How can you stop the itch from poison ivy ?
1164,5,14,What desert has the highest sand dunes ?
1165,5,18,What two countries contain Sierra Nevada mountains ?
1166,0,0,How do you tell your parents you are dating an older man ?
1167,4,27,How long was the TV mission of Star Trek 's Enterprise to be ?
1168,4,39,What phone number can I call to have a tree planted ?
1169,4,8,When did the `` Star-Spangled Banner '' become the national anthem ?
1170,3,12,Who was Lacan ?
1171,1,31,What are the four natural aids used in riding a horse ?
1172,5,14,What continent 's name appears on the upper left corner of a Budweiser label ?
1173,3,4,Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?
1174,3,4,Who did Bobby Fischer beat to win the world chess championship ?
1175,0,0,How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?
1176,5,14,Where can I get information and statistics on countries and nations ?
1177,1,37,Name a Gaelic language .
1178,4,8,"What day is August 13 , 1971 ?"
1179,5,14,Where can I find a list of all the companies in America that offer a direct stock purchase plan ?
1180,0,0,How do you send a movie transcript to Hollywood so that it can be produced into a film ?
1181,1,1,"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?"
1182,0,12,What is the origin of blue for boys and pink for girls ?
1183,1,1,What is the name of the Michelangelo painting that shows two hands with fingers touching ?
1184,4,32,How big is a quart ?
1185,0,7,What is the Hub of London ?
1186,1,1,Jude Law acted in which film ?
1187,0,9,What causes panic attacks ?
1188,0,7,What was the filling in the first golf balls ?
1189,1,23,What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?
1190,5,18,What country was A Terrible Beauty to Leon Uris ?
1191,0,7,What is typhoid fever ?
1192,5,14,Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?
1193,0,7,What are the Twin Cities ?
1194,1,1,What is Beethoven 's 9th symphony called ?
1195,3,4,Name the lawyer for Randy Craft .
1196,1,17,Which breakfast cereal brought you `` the best each morning '' ?
1197,2,3,"What does Ms. , Miss , and Mrs. stand for ?"
1198,5,14,What is the Homelite Inc. home page ?
1199,1,28,"What explosive do you get by mixing charcoal , sulfur and saltpeter ?"
1200,5,14,What mountainous region of the world is the Lhasa Apso dog native to ?
1201,1,23,What cancer is commonly associated with AIDS ?
1202,4,27,How long does it take light to reach the Earth from the Sun ?
1203,3,4,Who lives at 39 Stone Canyon Way ?
1204,4,13,How many questions are on this thing ?
1205,3,4,Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?
1206,3,4,"Who is Karenna Gore , Al Gore 's oldest daughter , married to ?"
1207,3,4,Who played the title role in I Was a Teenage Werewolf ?
1208,0,9,Why are there olives in martinis ?
1209,4,8,In what year did Hitler gain power of Germany ?
1210,4,8,What year did Rossetti paint `` Beata Beatrix '' ?
1211,3,5,What record company produced the 1978 movie The Wiz ?
1212,5,14,Where can I find information about touring the Philippines ?
1213,1,14,What did The Gas House Gang play ?
1214,4,13,How many square feet is Bill Gates ' home ?
1215,3,4,"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?"
1216,0,7,What is the highest Roman numeral ?
1217,1,14,What 's the most popular form of bridge ?
1218,3,4,Who was the inventor of the stove ?
1219,3,4,What comedian has a legendary reputation for stealing jokes ?
1220,5,14,Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?
1221,4,8,Boxing Day is celebrated on what date ?
1222,1,1,What are the first ten amendements passed ?
1223,1,23,What is another term for the painful wrist syndrome ?
1224,0,12,What 's the difference between sleet and freezing rain ?
1225,0,0,How is the new Ford Econoline van F25 V1 engine ?
1226,3,4,Who was the king who was forced to agree to the Magna Carta ?
1227,3,4,Who was made the first honorary citizen of the U.S. ?
1228,1,29,What game is Garry Kasparov really good at ?
1229,5,14,Where was Richard Nixon when Gerald Ford became president ?
1230,4,43,Where does the U.S. rank among world countries in area ?
1231,1,1,What novel did Ian Fleming introduce James Bond in ?
1232,4,38,What was the target rate for M3 growth in 1992 ?
1233,3,5,What baseball team was routinely called `` dem bums '' by its frustrated fans ?
1234,3,4,Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?
1235,4,8,When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?
1236,0,12,What are the major differences in the Catholic and Methodist religions ?
1237,3,4,Name the On Stage character whose face was never seen .
1238,4,13,How much energy is released when oxygen and hydrogen mix ?
1239,3,5,What is the best Internet business to go into ?
1240,0,7,What does Venus Retrograde mean ?
1241,3,4,Who is known as `` the world 's oldest teenager '' ?
1242,5,14,What are the largest breweries in the world ?
1243,0,7,What does Las Vegas mean ?
1244,0,7,What does the word `` meta '' mean ?
1245,1,14,What keeps clouds in the air ?
1246,1,20,What 's the term for any four-sided figure ?
1247,1,33,Ray Charles plays which instrument ?
1248,5,18,What country and western singer is known as The Silver Fox ?
1249,5,14,What building appropriately enough is depicted on the back of the 1-dollar bill ?
1250,0,7,What is graduate school ?
1251,0,12,What is the difference between New York-style and Chicago-style pizza ?
1252,3,4,What baseball team owner and sailor is known as The Mouth of the South ?
1253,1,29,What type of betting is used in horse racing ?
1254,1,26,What kind of hat does Bat Masterson wear ?
1255,3,4,Who was with Patricia Hearst the night she was kidnaped ?
1256,3,4,What is the Viking Prince 's first name ?
1257,2,3,What does the abbreviation cwt. ?
1258,1,14,In what deodorant commercial did tenants have adjoining medicine cabinets ?
1259,5,14,Where is Rider College located ?
1260,3,4,What boxer 's life story is titled Raging Bull ?
1261,0,9,For what reason did some San Diego schools stop serving apples ?
1262,3,4,Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?
1263,5,14,Where was the first restaurant ?
1264,5,14,Where can I find full written draft of CTBT ?
1265,4,13,How many horses died during the civil war ?
1266,4,13,How much waste does an average dairy cow produce in a day ?
1267,3,4,What Nobel laureate was expelled from the Philippines before the conference on East Timor ?
1268,3,4,"What woman has carried the most multiple births , twins , triplets , etc. , ?"
1269,4,13,How many minutes were there on the original GE College Bowl clock ?
1270,4,27,What is the average time it takes for a male to ejaculate ?
1271,5,14,What is website of the International Court of Justice ?
1272,5,14,Where are 8 of the 10 highest mountains in the world ?
1273,5,14,Where can I look at a perpetual calendar ?
1274,4,13,How many astronauts have been on the moon ?
1275,4,8,In what year did the Bounty mutiny happen ?
1276,1,28,What is the only substance that gives food its `` taste '' when eaten ?
1277,0,0,How do you reference a website ?
1278,0,7,What is pandoro ?
1279,2,3,What do the letters ZIP stand for in the phrase `` ZIP code '' ?
1280,3,4,Which Bourbon king was restored to the French throne during Napoleon 's abdication ?
1281,5,21,What is one of the cities that the University of Minnesota is located in ?
1282,0,12,What are the words to `` My Way '' written by Paul Anka ?
1283,0,0,How do I install a tile floor ?
1284,1,31,What is the quickest and easiest way to get nail polish out of clothes ?
1285,0,9,Why was the zipper invented ?
1286,1,14,What 's the No. 1 killer in industrialized countries ?
1287,1,2,Name four famous cartoon cats .
1288,3,4,What daughter of Henry VIII and Anne Boleyn became queen of England ?
1289,0,0,How did ` stat ' come to be used as an expression for quickly ?
1290,3,5,What 's the most common nickname of U.S. college football teams ?
1291,0,12,What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?
1292,5,14,What is the most useful site on the Internet ?
1293,5,24,What is the world 's highest peak ?
1294,0,7,What was a Mae West on a World War II battleship ?
1295,0,7,Define cosmology .
1296,3,4,What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?
1297,0,7,What are amicable numbers ?
1298,4,8,When were the Olympic Games in which Nadia Comaneci became popular played ?
1299,5,14,"Where is Hearst Castle , built by publisher William Randolph Hearst ?"
1300,5,21,What 's the largest U.S. city on the Great Lakes ?
1301,3,4,Who sang about Desmond and Molly Jones ?
1302,1,1,"What magazine gives us the cream , not the skim ?"
1303,1,31,What does the technique called `` cold fusion '' produce ?
1304,3,4,What costume designer decided that Michael Jackson should only wear one glove ?
1305,1,14,"What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?"
1306,4,13,How many rows of sprocket holes does a roll of 35-millimeter film have ?
1307,4,13,What is the goat population of the world ?
1308,3,5,What company was the original sponsor of TV 's Superman ?
1309,1,20,What term does a Czech use to describe a Pole ?
1310,5,14,What sea separates Naples and Algiers ?
1311,4,13,How many lawyers are there in the state of New Jersey ?
1312,1,28,What are the most common elements in seawater ?
1313,0,12,Describe the Finnish music personality Salonen 's appearance .
1314,0,12,What is the origin of the ethnic category `` caucasian '' ?
1315,0,7,What is a stratocaster ?
1316,1,14,What kind of science is cosmology ?
1317,3,4,Name the blind sculptress in love with the Fantastic Four 's Thing .
1318,1,28,What 's the second-lightest element ?
1319,1,20,What do you call a `` twirl '' in ballet ?
1320,1,26,What is the brand name of daminozide ?
1321,1,20,What is the former name of Zimbabwe ?
1322,3,4,What National Basketball Association superstar told his story in Giant Steps ?
1323,1,2,What animals did The Amazing Three masquerade as ?
1324,0,0,How did the bikini bathing suite get its name ?
1325,4,8,When did Fraze get his first patent for the pull-tab can ?
1326,4,13,How many games are played in a five-team round-robin tournament ?
1327,3,4,Who developed the first polio vaccine ?
1328,3,4,Who made the first gas engine ?
1329,5,18,"What country claimed Rubens , Van Dyck and Bruegel as citizens ?"
1330,1,10,What civil war was fought between 1936 and 1939 ?
1331,4,13,How many questions do you have on your database ?
1332,0,0,How do clouds form ?
1333,5,14,Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?
1334,3,4,What character did Tex Avery first create upon arriving at MGM ?
1335,4,8,When was the Triangle Shirtwaist fire ?
1336,3,4,What Asian spiritual and political leader was married at the age of 13 ?
1337,5,14,Where is Ocho Rios ?
1338,0,7,What is the half-life of P-32 ?
1339,5,14,What ocean does Mauritania border ?
1340,0,9,Why do pressure cookers save time in the kitchen ?
1341,0,9,Why are there 12 people on a jury in criminal cases ?
1342,0,12,What do Christian Scientists believe in ?
1343,1,10,"What World War I battle saw 6 , 0 troops killed in one day ?"
1344,5,18,What country is Kosovo a part of ?
1345,5,21,Tell me what city the Kentucky Horse Park is near ?
1346,1,26,What computer operating system is on the most computers ?
1347,5,14,What is Bill Gross 's email address ?
1348,0,12,What is the economic impact of unemployment on the economy ?
1349,2,3,"What do the letters D.C. stand for in Washington , D.C. ?"
1350,1,2,What animals can live the longest without food ?
1351,3,4,What English queen had seventeen children ?
1352,4,14,"What is the approximate population of Las Vegas , N.M ?"
1353,4,25,How much does the President get paid ?
1354,3,4,What two baseball players make up the battery ?
1355,1,15,What 's the largest letter in Salvador Dali 's signature ?
1356,1,20,What does an irate car owner call iron oxide ?
1357,4,38,"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?"
1358,5,11,What 's the northernmost U.S. state apart from Alaska ?
1359,5,14,Name an art gallery in New York .
1360,3,4,Who sells Viagra ?
1361,1,33,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
1362,0,7,What is the Home Rule Act ?
1363,5,14,What building are British monarchs crowned in ?
1364,0,7,What are Bellworts ?
1365,3,12,Who was Darius ?
1366,1,1,What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?
1367,3,4,Who did Dita Beard work for ?
1368,1,2,What kind of creature is a coot ?
1369,3,5,Name the university of which Woodrow Wilson was president .
1370,5,18,"What country was first to use the airplane as a weapon of war , against the Turks in Libya ?"
1371,3,5,What university was Woodrow Wilson President of ?
1372,1,23,What is a fear of disease ?
1373,1,17,What kind of meat is Fray Bentos synonymous with ?
1374,1,14,What did Mr. Magoo flog on TV for General Electric ?
1375,0,12,What are the words to the Canadian National anthem ?
1376,1,20,What is the name of the Jewish alphabet ?
1377,3,4,Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?
1378,4,39,What is Columbia Tristar 's phone number ?
1379,3,6,Name the five positions who are in the line of succession to the presidency .
1380,3,4,Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?
1381,3,4,Who is the best known villain of the 165 Gunpowder Plot ?
1382,5,21,What is the capital of Burkina Faso ?
1383,5,14,What continent is Bolivia on ?
1384,0,9,Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?
1385,3,4,"Who killed more people , Hitler or Stalin ?"
1386,0,9,What caused Shea & Gould to close their L.A. office ?
1387,1,2,What 's the only mammal that can 't jump ?
1388,5,11,What U.S. state has the most blondes ?
1389,1,10,What war saw battles at Parrot 's Beak and Black Virgin ?
1390,4,13,What was the U.S. highway death toll in 1969 ?
1391,0,7,What does the name Kelly mean ?
1392,0,7,What is a phalanx ?
1393,3,4,What mustachioed comedian portrayed Frankie in North to Alaska ?
1394,4,25,What does each of the utilities cost in Monopoly ?
1395,3,4,"What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?"
1396,2,3,What does e.g. stand for ?
1397,1,23,What is the name of the medical condition in which a baby is born without a brain ?
1398,0,0,How do storms form ?
1399,3,12,Who is Nicolo Paganini ?
1400,5,21,What city is often called The Insurance Capital of the World ?
1401,1,2,What are the three animals in Sheila Burnford 's The Incredible Journey ?
1402,3,4,Who portrayed Dracula in Hammer Studios ' films ?
1403,1,14,Name one of the Seven Wonders of the Ancient World .
1404,4,8,When were fish first believed to be found on earth ?
1405,3,4,"What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' ."
1406,4,13,How many elevators do you ride to reach the top floor of the Empire State Building ?
1407,3,5,Name the food company that traveled to Soviet Georgia to film a series of ads .
1408,5,18,What country was Sir Edmund Hillary born in ?
1409,1,2,What 's an infant seal called ?
1410,0,12,"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?"
1411,5,21,What city was John F. Kennedy nominated for president in ?
1412,4,27,How long does a dog sleep ?
1413,1,1,What 1963 Joseph L. Mankiewicz film cost $28 million ?
1414,3,5,What Japanese electronics company was named for a coastal city northeast of Tokyo ?
1415,4,25,What can you be fined for having a dog on a beach ?
1416,5,14,Where did the Battle of the Bulge take place ?
1417,4,13,How much will the California be in the year 2000 ?
1418,3,4,"What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?"
1419,5,11,What state full of milk and honey was the destination in The Grapes of Wrath ?
1420,5,14,What is the tallest building in Japan ?
1421,5,14,Where is Sinn Fein 's headquarters ?
1422,1,17,Name Li 'l Abner 's favorite Indian drink .
1423,1,10,What are some important events of the 1830 's ?
1424,4,8,The Iraqis launched their attack on Kuwait on what day ?
1425,1,15,What letter adorns the flag of Rwanda ?
1426,1,14,"What did 8 , CD NNS VBP TO VB NNP POS NN ."
1427,0,7,What is God ?
1428,5,18,What country 's northernmost city is Darwin ?
1429,5,14,"What sound does Olympia , Washington , overlook ?"
1430,1,1,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?
1431,5,21,What Kentucky city calls itself The Horse Center of America ?
1432,4,13,How many penny-farthings are there on a Trivial Pursuit game board ?
1433,1,28,What 's the most abundant element in the sun ?
1434,5,18,"What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?"
1435,5,11,What U.S. state is Dixville Notch in ?
1436,5,14,"Where was the Cisalpine Republic , 1797-185 , ?"
1437,5,14,What is the largest shopping mall in the world ?
1438,3,4,What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?
1439,1,14,What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?
1440,3,4,What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?
1441,0,7,What is a meerkat ?
1442,3,12,Who was Jean Nicolet ?
1443,1,2,What kind of animal was Winnie the Pooh ?
1444,3,4,Which of these are authors ?
1445,1,36,What 's the international radio code word for the letter B ?
1446,3,4,Who was the original Humpty Dumpty ?
1447,0,7,What is cache memory ?
1448,1,20,Aspartame is also known as what ?
1449,5,14,Where is the location of the Orange Bowl ?
1450,4,8,When is President Nixon 's birthday ?
1451,0,12,"What is the origin of the midwest slang , ` you 're darn tootin ' ?"
1452,3,4,Whose cupboard was bare ?
1453,5,14,What are the seven seas ?
1454,2,3,What does IBM stand for ?
1455,0,12,What is the difference between jazz and blues ?
1456,0,7,What is the C programming language ?
1457,3,4,What 's the name of Popeye 's adopted son ?
1458,3,4,Who invented the vacuum cleaner ?
1459,0,7,What is a ` borrow pit ' ?
1460,3,4,What 2th-century fictional character attends Pencey Prep School ?
1461,4,13,How many people in the USA say their number one source of information is the newspaper ?
1462,3,4,"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?"
1463,5,18,Which country is known as `` Big Bear '' ?
1464,1,17,"What `` melts in your mouth , not in your hands '' ."
1465,4,13,How many times a day should you take a prescription marked `` q.i.d . '' ?
1466,0,12,What is the origin of the atom ?
1467,3,4,Who is the Voyager project manager ?
1468,3,5,Which radio stations air the Jim Bohannon Radio Talk Show ?
1469,3,4,What two commanders directed the forces in the Battle of El Alamein ?
1470,3,4,Name the creator of `` The Muppets '' .
1471,0,0,How do I e-mail someone at aol.com from yahoo.com ?
1472,3,4,Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?
1473,0,7,What is the meaning of the name Ella ?
1474,5,14,What 's the home of the Rockettes ?
1475,5,14,"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?"
1476,3,5,What is the name of the firm that makes Spumante ?
1477,1,29,What sport is played on the largest field ?
1478,3,4,Who won the 1967 Academy Award for Best Actor ?
1479,1,14,What is after death ?
1480,3,4,Name the first private citizen to fly in space .
1481,3,4,What was football star Elroy Hirsch 's nickname ?
1482,3,4,What singer sings `` Oh Boy '' ?
1483,4,13,How much pizza do Americans eat in a day ?
1484,5,14,What is the website for the USA journal ?
1485,3,5,What army 's motto is Blood and Fire ?
1486,1,14,What kind of patent did Ermal Fraze get in 1963 ?
1487,0,12,What are you hearing when you put a seashell to your ear ?
1488,0,9,Why are haunted houses popular ?
1489,1,14,Which gender has bigger thighs ?
1490,5,11,What U.S. state has the second-longest coastline ?
1491,5,11,What state 's home to the Buffalo Bill Historical Center ?
1492,4,35,How fast do cheetahs run ?
1493,1,14,What is Ray Bradbury 's illustrated man illustrated with ?
1494,4,35,How fast is a 45Mhz processor ?
1495,1,14,"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?"
1496,3,4,What count did Alexandre Dumas write about ?
1497,4,38,What are the odds of giving birth to twins ?
1498,5,14,What is the largest natural lake in Pennsylvania ?
1499,4,40,How far is London UK from California ?
1500,1,2,Name the two mystical ravens Odin has at his command .
1501,1,2,What was the species of Winnie the Pooh ?
1502,0,7,What is the virus HIV ?
1503,4,13,How many years old is Benny Carter ?
1504,1,1,What Hermann Hesse book gave its name to a rock group ?
1505,5,14,Where does the Santa Fe Trail begin and end ?
1506,1,1,What book is the follow-up to Future Shock ?
1507,1,2,What African animals are known as The Big Five ?
1508,1,15,What is the alphabet for Latin ?
1509,1,23,What is the fear of frogs ?
1510,5,21,Which city in Canada is the least-populated ?
1511,4,27,How old is Stevie Wonder ?
1512,3,4,Who was the first Taiwanese President ?
1513,3,4,Who is Luke Skywalker 's father ?
1514,1,14,What does a dipsomaniac crave ?
1515,0,7,What is the definition of the term `` weapons system '' ?
1516,0,12,What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?
1517,1,17,What is Nero Wolfe 's favorite drink during office hours ?
1518,3,5,What is the first personal computer company ?
1519,1,31,What is the most efficient way to start a barbeque ?
1520,3,12,Who was Jane Goodall ?
1521,0,9,Why are there Braille things on the ATM machines that people drive through ?
1522,5,14,Where is the Isle of Man ?
1523,1,1,What book did Aaron Hass write ?
1524,4,14,What was the death toll at the eruption of Mount Pinatubo ?
1525,4,8,When will the millennium officially begin ?
1526,3,4,"Who created the comic strip , `` Garfield '' ?"
1527,3,4,Which Vietnamese terrorist is now a UN delegate in Doonesbury ?
1528,0,7,What is real time processing ?
1529,5,14,What do we call the imaginary line along the top of the Rocky Mountains ?
1530,5,18,What country 's capital is Lagos ?
1531,5,14,Where does Ray Bradbury 's Chronicles take place ?
1532,3,4,Who is the current prime minister and president of Russia ?
1533,3,4,Who established a Viking colony in Greenland about 985 ?
1534,1,42,What was the distinguishing mark on the `` Little Rascals '' dog ?
1535,4,14,"What is the latitude and longitude of El Paso , Texas ?"
1536,5,14,Where can I get information about cystic fibrosis ?
1537,5,14,Where did Honecker rule ?
1538,0,7,What is the theory of equivalence states ?
1539,1,14,What does a philatelist collect ?
1540,4,27,What is the life span of the average monkey ?
1541,4,13,How many member states are in the UN ?
1542,3,4,Who shot and killed himself while painting Wheatfield with Crows ?
1543,0,12,What will happen when sodium is put in water ?
1544,0,7,What 's the meaning of UOL ?
1545,3,4,What future President became Senate majority whip under Harry Truman ?
1546,3,4,Who was the architect of Central Park ?
1547,1,26,Which operating system runs on IBM-compatible machines ?
1548,4,40,What are the dimensions of an ice hockey goal ?
1549,4,8,When was CNN 's first broadcast ?
1550,1,42,What are the signs of a country going into a recession ?
1551,0,7,What is the circumorbital hematoma ?
1552,5,18,What African country is governed from Ouagadougou ?
1553,3,4,What was the Christian name of the title character in Our Miss Brooks ?
1554,3,4,What hard-of hearing artist painted Sunflowers ?
1555,3,5,Who were the Yankee 's frequent enemies ?
1556,3,4,Who wrote Sons and Lovers ?
1557,1,20,What is the English translation for the word `` caliente '' ?
1558,1,31,What handicraft requires you to interlace your warp and weft ?
1559,5,21,What French seaport claims to be The Home of Wines ?
1560,4,27,How long does it take sunlight to reach Earth ?
1561,4,13,How many milliseconds in a second ?
1562,3,4,What Cherokee Indian gave his name to a tree ?
1563,4,8,When were camcorders introduced in Malaysia ?
1564,4,38,What is the chance of conceiving quadruplets ?
1565,3,4,Who was the star of Leave It to Beaver ?
1566,5,18,What countries have the largest armed forces in the world ?
1567,3,4,What was William F. Cody 's better-known name ?
1568,0,0,How do I increase my biceps ' size ?
1569,3,4,Who did Richard Nixon tender his resignation to ?
1570,3,12,Who was Thucydides ?
1571,0,0,How is the element strontium purified ?
1572,3,4,Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?
1573,0,9,What are tonsils for ?
1574,1,28,"What molecules include fluorine , sodium and magnesium ?"
1575,1,29,What was the name of the ball game played by the mayans ?
1576,1,1,What was the sequel to The Moon 's Balloon ?
1577,4,25,What is the exchange rate for Australian to American money ?
1578,0,12,What is the origin of the word ` posh ' ?
1579,0,0,How can anyone tell if a female had sexual intercourse ?
1580,4,13,How many states did Richard Nixon carry in 1972 ?
1581,1,31,What basketball maneuver did Bert Loomis invent ?
1582,1,1,What is a good book to read for people who hate to read ?
1583,4,13,How many shillings more than 2 were there in a guinea ?
1584,1,17,What does a tarantula eat ?
1585,1,19,What are the three secondary colors ?
1586,0,7,What does the name `` Sabrina '' mean ?
1587,3,4,Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?
1588,1,10,What were the trials called which followed World War II ?
1589,0,7,What is hebephrenia ?
1590,3,4,What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?
1591,1,10,What famous events have happened on March 27 ?
1592,3,5,Which company claimed to be `` the world 's biggest toy store '' ?
1593,4,14,What brand number graces the black label of a bottle of Jack Daniel 's ?
1594,1,20,What do I call the sons and daughters of my first cousins ?
1595,0,9,What were the causes of the Civil War ?
1596,0,7,What are Maid-Rites ?
1597,5,21,What city is terrorized by Dracula in The Night Stalker ?
1598,0,0,How can you prevent it ?
1599,0,7,What do the names Andrew and Christina mean ?
1600,1,17,What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?
1601,3,4,Who is the fastest guitarist ?
1602,1,14,What do camels store in their humps ?
1603,1,44,What is the name of the second space shuttle ?
1604,5,14,What is the best hospital for orthopedics in the country ?
1605,0,7,What are perfect tenses ?
1606,0,7,What is commonly considered the fifth sense ?
1607,1,20,What was another name for East Germany ?
1608,1,1,What 's the second-biggest-selling magazine in America ?
1609,3,4,Who betrayed Norway to the Nazis ?
1610,3,4,Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?
1611,0,7,What is a bourdon tube ?
1612,1,29,What kind of a sports team is the Wisconsin Badgers ?
1613,3,4,Who were the Picts ?
1614,0,12,"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?"
1615,0,7,What is film noir ?
1616,3,4,Who is stationed at Camp Swampy in the comic strips ?
1617,4,8,In what year did China and the Republic of Korea establish diplomatic relations ?
1618,0,9,What causes tuberculosis ?
1619,4,40,How tall is the giraffe ?
1620,3,4,What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?
1621,1,2,What animal was the heat-seeking missile called the Sidewinder named for ?
1622,4,27,How long did it take Stanley to find Livingstone ?
1623,4,13,How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?
1624,5,14,What lake is Sheboygan on ?
1625,0,7,What are a baseball team 's firemen ?
1626,1,23,What is a fear of color ?
1627,1,44,What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?
1628,1,2,What are the two largest birds on earth ?
1629,1,1,Name the four stories contained in Edith Wharton 's `` Old New York . ''
1630,5,14,What is the largest lake in North America ?
1631,4,13,How many people died because of a smoking problem in 1997 ?
1632,1,23,What is chronic constipation a symptom of ?
1633,3,4,Who wrote The Look of Love after viewing Ursula Andress ?
1634,3,4,What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?
1635,3,4,Who claims to have the greatest show on earth ?
1636,0,7,What is Head Start ?
1637,3,4,What Honeymooners actress did Television magazine name as 1953 's most promising star ?
1638,0,9,Why can 't women serve in the Navy on board submarines ?
1639,1,14,What did the Yalta Conference lead to ?
1640,1,2,What dog was dubbed The Mortgage Lifter ?
1641,0,7,What is saltpeter ?
1642,0,12,What 's the difference between J.D. and LL.M. ?
1643,3,5,What kind of organization is ` Last Chance for Animals ' ?
1644,3,4,What was the role of the Medieval Guild ?
1645,3,4,Silly putty was invented by whom ?
1646,1,14,What should the oven be set at for baking Peachy Oat Muffins ?
1647,0,0,How can someone become a federal agent ?
1648,3,4,Who invented the paper clip ?
1649,3,4,Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?
1650,4,13,How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?
1651,5,21,What city or state do the most gay men live in ?
1652,4,27,Shea and Gould had an office in Los Angeles for how long before closing it ?
1653,1,36,"What word occurs 46 , 227 times in the Bible ?"
1654,0,0,How can you be happy ?
